Renda;Total.Geral.de.Vagas;Quarto.s...dormitórios.;Área.considerada.para.avaliação..m2.;R..m2;Data.de.Refência.da.Avaliação;Valor.de.Avaliação..R..;Nº.de.Unidades.no.Andar.da.UP;Nº.de.pavimentos.do.Prédio..UP.;Padrão.das.Edificações.na.Região_Alto (por predominância);Padrão.das.Edificações.na.Região_Baixo;Padrão.das.Edificações.na.Região_Normal (c/ aspectos de alto);Padrão.das.Edificações.na.Região_Normal (c/ aspectos de baixo);Estado.de.Conservação.do.prédio..UP._Bom (aparência de novo);Estado.de.Conservação.do.prédio..UP._Regular (reparos importantes);Estado.de.Conservação.do.prédio..UP._Regular (reparos simples);Idade.Estimada.da.edificação.como.um.todo_<= 5;Idade.Estimada.da.edificação.como.um.todo_> 10 <= 20;Idade.Estimada.da.edificação.como.um.todo_> 20 <= 50;Idade.Estimada.da.edificação.como.um.todo_> 50 <= 100;Equipamentos.de.Segurança_SIM;Espaço.com.Churrasqueira_NÃO;Mini.Quadra.Esportiva_SIM;Piscina_NÃO;Portaria.e.ou.Guarita_NÃO;Salão.de.Festas_NÃO;Outros.Salões.de.Lazer_SIM;Sauna...Ofurô...Hidromassagem_SIM;Quadra.Poliesportiva_SIM;Pilotis_SIM;Acabamento.Fachada.Principal.da.Edificação_Cerâmica de Boa Qualidade;Acabamento.Fachada.Principal.da.Edificação_Granito ou Compatível;Acabamento.Fachada.Principal.da.Edificação_Pastilha;Acabamento.Fachada.Principal.da.Edificação_Porcelanato;Esquadrias.Fachada.Principal.da.Edificação_Ferro;Esquadrias.Fachada.Principal.da.Edificação_Madeira;Esquadrias.Fachada.Principal.da.Edificação_Vidro Temperado;Padrão.de.acabamento.da.Unidade_Alto (superior, luxo);Padrão.de.acabamento.da.Unidade_Normal (c/ aspectos de alto);Padrão.de.acabamento.da.Unidade_Normal (c/ aspectos de baixo);Estado.de.Conservação.da.Unidade_Bom (aparência de novo);Estado.de.Conservação.da.Unidade_Regular (reparos importantes);Estado.de.Conservação.da.Unidade_Regular (reparos simples)
4214;2;3;79,02;10060,74;19583;795000;6;21;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
6515;1;2;60,02;9913,36;19558;595000;4;9;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0
6515;1;2;60,02;9913,36;19558;595000;4;9;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0
2120;1;2;44,95;2447,16;19577;110000;4;4;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3181;1;2;47;2659,57;19532;125000;8;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3181;1;2;47;2659,57;19532;125000;8;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2163;1;2;54,08;2866,12;19577;155000;4;4;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
7192;1;3;105,36;4318,53;19585;455000;2;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7192;1;3;105,36;4318,53;19585;455000;2;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1842;1;2;42,13;4106,34;19575;173000;10;5;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1433;1;2;42,83;4202,66;19584;180000;12;5;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4564;1;2;44,3;2714,67;19579;120260;10;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4890;1;2;75,54;4156,74;19578;314000;6;11;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1959;1;2;56,55;3412,91;19578;193000;12;12;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1959;1;2;56,55;3412,91;19578;193000;12;12;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2324;1;2;51,46;3955,42;19576;203546;8;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1505;1;2;49,29;3388,11;19549;167000;6;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7166;1;3;150,93;4856,56;19580;733000;4;11;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2467;1;2;45,82;2597,12;19578;119000;6;4;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2467;1;2;45,82;2597,12;19578;119000;6;4;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
7555;2;2;89;10460,67;19579;931000;6;13;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
11060;2;3;136,89;6355,47;19578;870000;4;27;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0
5788;1;2;47,78;6278,78;19503;3,00E+05;6;8;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
8791;2;4;165;5757,58;19577;950000;4;14;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
4828;1;3;96;4166,67;19576;4,00E+05;4;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4129;0;2;51,91;4180,31;19569;217000;2;4;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5908;1;2;75;4666,67;19579;350000;2;4;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2831;1;2;46,51;2928,25;19580;136193;12;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1842;1;2;43,36;3989,85;19572;173000;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2187;1;2;55;3818,18;19577;210000;6;8;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4608;0;3;55,65;4492,36;19572;250000;4;4;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2490;1;2;42,35;3206,14;19576;135780;4;4;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1433;1;2;42,83;4085,92;19578;175000;12;5;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3659;1;2;56,07;4458,71;19578;250000;4;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3239;1;2;62,25;4128,51;19579;257000;2;4;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4608;0;3;55,65;4761,9;19571;265000;4;4;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2120;1;2;51,06;3486,09;19590;178000;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1433;1;2;47,95;3649,64;19585;175000;10;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0
2120;1;2;41,8;3947,37;19291;165000;12;6;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
3620;1;2;51,21;3222,03;19587;165000;4;4;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2743;0;3;73,02;3396,33;19587;248000;2;2;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2120;0;2;41,08;4308,67;19586;177000;12;6;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2120;0;2;41,08;4308,67;19586;177000;12;6;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2831;1;2;44,3;2483,07;19447;110000;12;5;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2980;0;3;90;2777,78;19590;250000;4;8;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8626;1;3;75;7323,75;19590;549281;4;18;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1341;1;2;47,88;4072,68;19590;195000;8;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1341;1;2;47,88;4072,68;19590;195000;8;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2840;1;2;56,3;7957,37;19591;448000;6;19;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3386;1;2;80;6625;19590;530000;6;20;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
8630;1;2;90;4230,07;19590;380000;4;11;0;0;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2120;1;2;41,36;4714,7;19586;195000;12;6;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3944;1;2;81,39;3268,21;19590;266000;4;4;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2062;1;3;76,33;4585,35;19586;350000;8;12;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2062;1;3;76,33;4585,35;19586;350000;8;12;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3722;0;2;51,91;3852,82;19587;2,00E+05;2;4;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3659;1;3;95,5;5026,18;19585;480000;4;12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1094;1;2;54,38;3405,1;19584;185000;4;4;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2052;1;2;54,78;2792,99;19586;153000;4;4;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2120;1;2;51,32;4286,83;19586;220000;12;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2198;0;2;42,35;2361,28;19586;1,00E+05;4;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2198;0;2;42,35;2526,56;19586;107000;4;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2549;1;2;62,95;5003,97;19584;315000;4;5;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5501;1;2;80;5250;19578;420000;4;14;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
5480;2;3;69,94;7077,49;19438;495000;8;11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4214;1;2;61;8163,93;19586;498000;8;24;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4564;1;2;46,47;2905,1;19584;135000;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2956;1;2;43,7;2997,71;19587;131000;4;4;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2468;1;2;51,77;2984,35;19587;154500;4;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2120;1;2;47,6;2626,05;19373;125000;10;5;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
4638;1;2;85;4000;19542;340000;8;4;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1664;1;2;46,2;4740,26;19585;219000;10;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
3096;1;2;59,5;2605,04;19590;155000;4;4;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
9772;2;3;138,91;5399,18;19586;750000;6;10;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
1814;0;2;47;2978,72;19543;140000;4;4;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4564;1;2;46,35;2804,75;19590;130000;10;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4564;1;2;46,35;2804,75;19590;130000;10;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3260;1;2;66;4727,27;19587;312000;2;4;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3096;0;2;59,5;2436,97;19375;0;4;4;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4158;0;1;67,45;2816,9;19584;190000;6;11;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5680;1;2;85;4470,59;19509;380000;2;5;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
8791;2;4;165;5757,58;19577;950000;4;14;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
2192;1;2;54,22;4241,98;19553;230000;8;10;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2693;1;2;43,7;3775,74;19591;165000;4;4;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2831;1;2;48,33;3414,03;19586;165000;12;12;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2120;1;2;46,67;3979,22;19584;185710;6;10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2062;1;2;64,08;4447,57;19590;285000;8;12;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6928;1;3;102,28;6403,99;19551;655000;4;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2598;1;2;49,57;5043,37;19571;250000;6;7;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6163;2;3;74;8108,11;19593;6,00E+05;6;18;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5845;1;2;73;5416,49;19594;395404;4;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2760;1;2;51,09;3860,94;19594;197000;10;5;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5480;1;3;69,94;5009,53;19597;350000;8;12;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3198;1;3;65,57;4880,28;19591;320000;8;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2467;1;2;45,82;2575,29;19598;118000;6;4;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2467;1;2;45,82;3055,43;19598;140000;6;4;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
3352;1;1;40;6987,5;19600;279500;12;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5385;1;1;33,83;6207,51;19598;210000;8;13;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
1928;1;2;42,32;3260,87;19597;138000;8;4;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
5480;1;2;54,31;4742,4;19593;257560;8;12;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2743;1;2;46,95;3833,87;19592;180000;2;4;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2748;1;2;77,97;2436,83;19586;190000;2;3;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
2874;1;2;52,45;3775,02;19593;198000;8;6;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1
2198;1;2;43,02;2440,73;19593;105000;4;4;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2481;0;2;51,56;2715,28;19599;140000;2;4;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2120;1;2;51,09;2740,26;19598;140000;10;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2874;1;2;52,45;3393,71;19591;178000;8;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6778;2;3;122,62;5545,59;19597;680000;6;10;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2848;1;3;102,26;3892,04;19597;398000;4;13;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1341;1;2;42,37;3068,21;19594;130000;4;4;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10836;2;2;61,24;10124,1;19583;620000;4;15;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
1341;1;2;52,83;4760,55;19597;251500;8;8;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0
1928;1;2;42,6;2323,94;19438;99000;8;4;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
1928;1;2;42,6;2230,05;19438;95000;8;4;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2847;1;2;42,34;3306,57;19594;140000;4;4;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1
1842;1;2;52,75;3601,9;19587;190000;6;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8348;2;2;91,15;8189,84;19597;750000;5;24;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0
6253;1;2;45;9000;19592;405000;4;12;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2102;1;2;42,32;3568,05;19594;151000;8;8;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4668;1;3;105,36;4318,53;19585;455000;2;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4668;1;3;105,36;4318,53;19585;455000;2;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8626;1;3;75;7333,33;19593;550000;4;17;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4275;1;2;78,17;6140,46;19592;480000;6;5;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
5065;0;3;85,48;4211,51;19570;360000;4;13;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5845;1;2;70;4428,57;19591;310000;4;4;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2013;1;2;53,19;5264,15;19597;280000;8;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;1;3;53,19;5264,15;19597;280000;8;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10979;1;3;95;10000;19597;950000;4;14;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1
2405;1;2;47,06;4249,89;19594;2,00E+05;8;12;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1842;1;2;44,3;3634,31;19594;161000;10;5;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3096;1;2;58,89;2818,81;19593;166000;4;4;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5587;0;3;73;2328,77;19597;170000;2;3;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0
2120;1;2;44,21;3958,38;19583;175000;6;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3409;0;2;51,56;2356,48;19594;121500;2;4;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2525;1;3;63,46;2777,39;19593;176253;2;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2803;1;2;43,7;3684,21;19597;161000;4;4;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4886;1;3;77,46;6480,76;19591;502000;8;11;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4886;1;3;77,46;7100,44;19591;550000;8;11;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
